t_idx,v,w
1266,0,0.250002
1267,0,0.25
1268,0,0.248093
1269,0,0.258728
1270,0,0.254537
1271,0,0.250009
1272,0,0.250002
1273,0,0.25
1274,0,0.25
1275,0,0.25
1276,0,0.250002
1277,0,0.250002
1278,0,0.25
1279,0,0.249998
1280,0,0.250002
1281,0,0.250002
1282,0,0.250002
1283,0,0.250002
1284,0,0.25
1285,0,0.25
1286,0,0.25
1287,0,0.249998
1288,0,0.249998
1289,0,0.25
1290,0,0.25
1291,0,0.249998
1292,0,0.25
1293,0,0.250002
1294,0,0.25
1295,0,0.25
1296,0,0.25
1297,0,0.249998
1298,0,0.25
1299,0,0.250002
1300,0,0.25
1301,0,0.249998
1302,0,0.250002
1303,0,0.25
1304,0,0.249998
1305,0,0.25
1306,0,0.250002
1307,0,0.25
1308,0,0.25
1309,0,0.25
1310,0,0.25
1311,0,0.25
1312,0,0.25
1313,0,0.25
1314,0,0.250002
1315,0,0.25
1316,0,0.250002
1317,0,0.25
1318,0,0.25
1319,0,0.25
1320,0,0.25
1321,0,0.25
1322,0,0.25
